12:26:50 [INFO] Opening target process: csgo.exe
14:28:01 [INFO] Found netvar: m_vecOrigin => 0x138
14:28:01 [INFO] Found netvar: m_vecVelocity => 0x114
14:28:01 [INFO] Found netvar: m_vecViewOffset => 0x108
14:28:01 [INFO] Found netvar: m_viewPunchAngle => 0x3020
14:28:01 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
14:28:01 [INFO] Found netvar: m_clrRender => 0x70
14:28:01 [INFO] Found netvar: m_flC4Blow => 0x2990
14:28:01 [INFO] Found netvar: m_flTimerLength => 0x2994
14:28:01 [INFO] Found netvar: m_flDefuseLength => 0x29A8
14:28:01 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
14:28:01 [INFO] Found netvar: cs_gamerules_data => 0x0
14:28:01 [INFO] Found netvar: m_SurvivalRules => 0xD00
14:28:01 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
14:28:01 [INFO] Found netvar: m_bIsValveDS => 0x7C
14:28:01 [INFO] Found netvar: m_bFreezePeriod => 0x20
14:28:01 [INFO] Found netvar: m_bBombPlanted => 0x9A5
14:28:01 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
14:28:01 [INFO] Found netvar: m_flSimulationTime => 0x268
14:28:01 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
14:28:01 [INFO] Found netvar: m_angEyeAnglesX => 0xB380
14:28:01 [INFO] Found netvar: m_angEyeAnglesY => 0xB384
14:28:01 [INFO] Found netvar: m_flNextAttack => 0x2D70
14:28:01 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
14:28:01 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
14:28:01 [INFO] Found netvar: m_bStartedArming => 0x33F0
14:28:01 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
14:28:01 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
14:28:01 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
14:28:01 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
14:28:01 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
14:28:01 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
14:28:01 [INFO] Finished netvar scanning: 86/86 items successful
